id,budget,genres,year,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
101,16000000,Thriller|Crime|Drama,1994,fr,Léon,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",7.638498,Columbia Pictures,France,14-09-1994,45284974,110,English,Released,"If you want a job done well, hire a professional.",Leon: The Professional,8.1,3868,2,2,1
102,0,Drama|Romance,2002,da,Elsker dig for evigt,"Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.",1.263251,Zentropa Entertainments,Denmark,06-09-2002,0,113,Dansk,Released,,Open Hearts,6.8,25,1,1,1
103,1300000,Crime|Drama,1976,en,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",6.326819,Columbia Pictures Corporation,United States of America,07-02-1976,28262574,114,English,Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8,2266,3,1,2
104,1530000,Action|Drama|Thriller,1998,de,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",3.644357,X-Filme Creative Pool,Germany,20-08-1998,7267585,81,Deutsch,Released,Every second of every day you're faced with a decision that can change your life.,Run Lola Run,7.2,628,2,1,3
105,19000000,Adventure|Comedy|Science Fiction|Family,1985,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",9.683643,Universal Pictures,United States of America,03-07-1985,381109762,116,English,Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,8,5587,3,1,1
106,18000000,Science Fiction|Action|Adventure|Thriller,1987,en,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",4.147794,Twentieth Century Fox Film Corporation,United States of America,11-06-1987,98235548,107,English,Released,"If it bleeds, we can kill it...",Predator,7.3,1951,6,1,2
107,10000000,Thriller|Crime,2000,en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",6.374417,Columbia Pictures Corporation,United Kingdom,01-09-2000,83557872,103,English,Released,Stealin' Stones and Breakin' Bones.,Snatch,7.7,2747,3,2,2
108,0,Drama|Music|Mystery,1993,fr,Trois couleurs : Bleu,A woman struggles to find a way to live her life after the death of her husband and child.,1.950121,France 3 Cinéma,France,10-01-1993,0,98,Français,Released,,Three Colors: Blue,7.7,290,2,2,2
109,0,Comedy|Drama|Mystery,1994,fr,Trois couleurs : Blanc,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",1.84252,Le Studio Canal+,France,26-01-1994,0,91,Français,Released,,Three Colors: White,7.3,202,3,2,3
110,0,Drama|Mystery|Romance,1994,fr,Trois couleurs : Rouge,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,1.835201,Zespół Filmowy TOR,France,27-05-1994,0,99,Français,Released,,Three Colors: Red,7.8,224,4,3,1
111,25000000,Action|Crime|Drama|Thriller,1983,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",4.946464,Universal Pictures,United States of America,08-12-1983,65884703,170,English,Released,The world is yours...,Scarface,7.9,2702,1,1,2
112,0,Comedy|Drama|Romance,2000,da,Italiensk for begyndere,"This fifth Danish Dogme film is about six vulnerable individuals whose lives are interwoven. In a city suburb, a young minister arrives to take up duties at a local church. He is persuaded by his assistant to join an Italian night school class, and he soon becomes the centre of a group of people to whom fate has dealt quite serious blows. Gradually each one in the group manages to overcome his/her predicament and find a happy solution. This Dogma production was shown at the Berlinale in 2001 where it surprisingly won a silver medal.",0.658631,Zentropa Entertainments,Denmark,07-12-2000,0,112,Dansk,Released,,Italian for Beginners,6.5,29,1,2,1
113,0,Drama,2003,ko,봄 여름 가을 겨울 그리고 봄,"This South Korean film takes place on an isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",0.988643,LJ Film,South Korea,19-09-2003,6502364,103,한국어/조선말,Released,"Spring, Summer, Autumn, Winter... and Spring","Spring, Summer, Fall, Winter... and Spring",7.6,209,7,2,1
114,14000000,Romance|Comedy,1990,en,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",3.317939,Touchstone Pictures,United States of America,23-03-1990,463000000,119,English,Released,Who knew it was so much fun to be a hooker?,Pretty Woman,6.9,1590,2,1,3
115,15000000,Comedy|Crime,1998,en,The Big Lebowski,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",5.971896,Gramercy Pictures,United Kingdom,06-03-1998,46189568,117,English,Released,Times like these call for a Big Lebowski.,The Big Lebowski,7.8,2712,3,2,4
116,15000000,Drama|Thriller|Crime|Romance,2005,en,Match Point,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",2.090302,DreamWorks,Ireland,26-10-2005,85306374,124,English,Released,Passion Temptation Obsession,Match Point,7.2,1007,1,5,1
117,25000000,Crime|Drama|History|Thriller,1987,en,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone but it's not going to be easy, because Capone has the police in his pocket. Ness meets Jimmy Malone a veteran patrolman and probably the most honorable one in the force. He asks Malone to help him get Capone but Malone warns him that if he goes after Capone, he is going to war.",2.948843,Paramount Pictures,United States of America,02-06-1987,76270454,119,English,Released,What are you prepared to do?,The Untouchables,7.6,1269,1,1,1
118,150000000,Adventure|Comedy|Family|Fantasy,2005,en,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",6.22763,Village Roadshow Pictures,Australia,13-07-2005,474968763,115,English,Released,Willy Wonka is semi-sweet and nuts.,Charlie and the Chocolate Factory,6.6,3184,6,3,1
120,93000000,Adventure|Fantasy|Action,2001,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",11.296176,WingNut Films,New Zealand,18-12-2001,871368364,178,English,Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8,8127,3,2,1
121,79000000,Adventure|Fantasy|Action,2002,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",9.680293,WingNut Films,New Zealand,18-12-2002,926287400,179,English,Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8,6969,3,2,1
122,94000000,Adventure|Fantasy|Action,2003,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",10.166865,WingNut Films,New Zealand,01-12-2003,1118888979,201,English,Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,7540,2,2,1
